,,liang:UpperBody1,,,liang:UpperBody2,,,liang:UpperBody3,,,liang:UpperBody4,,,liang:UpperBody5,,,liang:UpperBody6,,,liang:UpperBody7,,,liang:UpperArmLeft1,,,liang:UpperArmLeft2,,,liang:UpperArmLeft3,,,liang:UpperArmRight1,,,liang:UpperArmRight2,,,liang:UpperArmRight3,,,liang:LowerArmRight2,,,liang:LowerArmRight3,,,liang:LowerArmLeft2,,,liang:LowerArmLeft3,,,liang:Head1,,,liang:Head2,,,liang:ThighLeft2,,,liang:ThighLeft3,,,liang:ThighLeft4,,,liang:ThighRight2,,,liang:ThighRight3,,,liang:ThighRight4,,,liang:LowerLegRight3,,,liang:LowerLegRight4,,,liang:LowerLegLeft3,,,liang:LowerLegLeft4,,,liang:FeetLeft2,,,liang:FeetLeft3,,,liang:FeetRight2,,,liang:FeetRight3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
286,0,-312.737,33.6054,1398.46,-91.0101,79.9898,1418.59,-174.319,23.8792,1361.51,-230.964,249.018,1262.3,-159.652,-0.0218143,1230.95,-375.742,99.7044,939.889,-17.9866,173.432,931.565,-398.296,144.758,1463.33,-509.518,40.5694,1485.34,-576.202,-75.545,1589.42,-61.5697,214.073,1470.2,76.843,174.499,1549.49,171.586,107.515,1644.68,179.109,69.594,1756.87,203.535,-18.8868,1883.63,-566.378,-80.8644,1707.7,-532.307,-147.841,1837.21,-220.37,-25.3785,1664.09,-113.415,-2.15533,1668.77,-393.515,-33.6341,717.737,-371.474,-116.597,431.627,-278.959,-143.503,431.986,54.8911,59.0985,694.341,78.2885,-54.081,442.916,-3.7367,-104.638,432.764,66.0244,70.2096,308.94,3.16143,165.864,60.7748,-395.25,-17.1873,266.109,-379.28,114.379,63.6064,-391.345,-2.0488,19.1319,-322.678,191.458,19.111,84.2773,49.9972,18.3717,-53.3135,211.373,21.6164
287,0,-312.868,33.7204,1396.76,-91.0989,80.0716,1417,-174.413,23.9964,1359.97,-230.997,249.246,1260.86,-159.806,-0.160832,1229.46,-375.977,99.9365,938.302,-18.2511,173.642,930.055,-398.48,144.83,1461.71,-509.638,40.5113,1483.65,-576.215,-75.6,1587.8,-61.5178,213.985,1468.39,76.8318,174.43,1547.67,171.462,107.431,1642.79,179.206,69.3959,1755.37,203.412,-19.0004,1881.95,-566.578,-80.7467,1706.11,-532.286,-147.635,1835.44,-220.346,-25.4295,1662.44,-113.609,-2.06086,1666.93,-393.589,-33.8554,716.691,-371.295,-118.334,430.845,-278.408,-145.307,431.05,54.9181,58.5467,693.131,78.7147,-55.5536,442.271,-3.50369,-106.305,432.099,66.2909,69.0788,308.577,3.02207,165.671,60.8188,-395.323,-18.527,265.279,-379.257,114.124,63.5104,-391.307,-2.08332,19.1318,-322.505,191.402,19.1685,84.4401,50.0492,18.4535,-53.4056,211.265,21.7282
288,0,-313.006,33.9469,1395.1,-91.3379,79.9575,1415.46,-174.374,23.99,1358.36,-231.145,249.228,1259.24,-159.865,-0.267971,1227.93,-376.133,100.318,936.654,-18.5259,174.164,928.773,-398.62,144.99,1460.3,-509.806,40.6689,1481.89,-576.4,-75.6435,1586.18,-61.7308,214.129,1466.81,76.7714,174.448,1546.08,171.442,107.479,1641.3,179.126,69.3071,1753.67,203.675,-19.3255,1880.67,-566.695,-80.6755,1704.44,-532.356,-147.65,1833.8,-220.512,-25.2783,1660.74,-113.648,-1.98434,1665.56,-393.526,-33.8957,714.931,-371.988,-119.96,429.344,-278.779,-146.889,430.113,54.9558,58.0479,691.897,79.419,-57.051,441.464,-2.74336,-107.811,431.042,66.6277,68.0925,308.251,2.96235,165.409,60.9095,-395.532,-19.6368,264.758,-379.08,114.211,63.7637,-391.352,-2.1214,19.092,-322.421,191.376,19.2371,84.4932,49.9871,18.4378,-53.4629,211.124,21.8316
289,0,-312.999,33.9104,1393.47,-91.21,80.0115,1413.59,-174.563,24.2143,1356.57,-231.4,249.238,1257.74,-159.936,-0.232067,1226.08,-376.264,100.586,934.953,-18.5508,174.452,927.032,-398.731,144.984,1458.49,-510.065,40.6852,1480.29,-576.495,-75.7678,1584.41,-61.5673,214.131,1465.32,76.5762,174.268,1544.42,171.479,107.457,1639.5,179.092,69.2346,1751.92,203.466,-19.4525,1878.81,-566.744,-80.6919,1702.79,-532.435,-147.724,1832.06,-220.69,-25.2327,1659.14,-113.711,-1.99542,1663.72,-396.005,-37.5418,715.601,-371.565,-120.979,428.264,-278.856,-148.493,429.198,55.1085,57.8225,690.94,79.6695,-58.3732,440.492,-2.33586,-109.349,430.329,66.8642,66.7345,307.684,2.87288,165.194,61.0265,-395.376,-20.6381,263.958,-379.09,114.143,63.7083,-391.327,-2.02956,19.0525,-322.348,191.352,19.1846,84.5602,49.9987,18.4669,-53.6553,210.902,21.8714
290,0,-313.148,33.9871,1391.8,-91.6469,79.8929,1412.18,-174.968,24.1988,1354.73,-231.377,249.296,1256.45,-160.487,-0.284955,1224.41,-376.279,101.155,933.218,-19.078,174.895,925.695,-398.776,145.119,1457.11,-510.056,40.6505,1478.84,-576.563,-75.4791,1582.73,-61.7444,214.131,1463.77,76.6654,174.246,1542.84,171.319,107.227,1637.92,179.054,69.1447,1750.12,203.68,-19.452,1877.1,-566.859,-80.6243,1701.14,-532.681,-147.815,1830.47,-220.693,-25.0571,1657.41,-113.845,-1.93556,1662.22,-396.018,-37.4915,713.961,-372.239,-122.713,427.375,-278.974,-150.034,428.083,55.3209,57.1257,689.099,80.3255,-60.1241,439.724,-2.07314,-111.673,429.379,67.1931,65.5264,307.197,2.86251,165.074,61.0336,-395.359,-21.3147,263.387,-379.051,114.058,63.6285,-391.416,-1.96739,19.0603,-322.284,191.372,19.1116,84.4696,49.951,18.4802,-53.8466,210.788,21.8667
291,0,-313.337,34.0411,1390.12,-91.4639,79.8687,1410.47,-174.568,24.2484,1353.25,-231.452,249.577,1254.84,-160.369,-0.0877655,1222.84,-376.707,101.468,931.56,-19.0676,175.235,923.911,-398.868,145.193,1455.5,-510.178,40.8632,1477.21,-576.635,-75.2309,1581.06,-61.8799,213.967,1461.92,76.4386,174.255,1541.15,171.283,107.106,1636.1,178.93,68.8655,1748.6,203.683,-19.656,1875.19,-567.025,-80.7099,1699.46,-532.66,-147.718,1828.7,-220.926,-25.288,1655.95,-114.011,-2.02709,1660.48,-395.949,-37.3856,712.713,-372.006,-123.786,426.506,-279.349,-151.442,427.335,55.4843,56.7296,687.992,80.8069,-61.6262,438.592,-1.61285,-112.662,428.675,67.6416,64.4841,306.641,2.75249,164.952,60.9875,-395.752,-22.3701,262.89,-379.007,114.007,63.6264,-391.331,-2.03098,18.9103,-322.266,191.33,19.1554,84.3946,49.9374,18.4867,-53.9613,210.737,21.8415
292,0,-313.382,33.952,1388.47,-91.7224,79.8611,1408.76,-175.331,24.3231,1351.49,-231.598,249.705,1253.29,-160.739,-0.112241,1221.13,-376.884,101.841,930.251,-19.336,175.441,922.241,-399.014,145.022,1453.78,-510.526,40.8824,1475.6,-576.776,-75.4199,1579.5,-61.9322,214.113,1460.47,76.4006,174.044,1539.59,171.279,107.038,1634.4,179.032,68.8589,1746.9,203.788,-19.8343,1873.8,-567.191,-80.8022,1697.83,-532.689,-147.748,1826.96,-220.835,-25.0954,1654.26,-114.02,-2.17826,1658.87,-395.027,-36.2865,710.953,-372.78,-125.549,425.943,-279.596,-152.906,426.316,55.6642,56.3066,686.188,81.1226,-62.8011,437.68,-1.07711,-114.208,427.605,67.895,63.5638,306.038,2.68034,164.927,60.9841,-395.887,-23.2037,262.234,-379.045,113.942,63.6504,-391.598,-1.90144,19.1241,-322.221,191.266,19.2257,84.2887,49.9369,18.5036,-54.0625,210.722,21.7566
293,0,-313.537,33.9199,1386.92,-91.7411,79.9232,1407.08,-175.286,24.4343,1349.72,-231.679,250.024,1251.84,-161.055,0.0592175,1219.23,-377.134,102.116,928.751,-19.4195,176.089,920.692,-398.993,145.204,1452.31,-510.426,40.9554,1474.04,-577.027,-75.392,1577.92,-61.9419,214.053,1459.07,76.364,174.065,1538.06,171.227,106.964,1632.81,178.915,68.5861,1745.04,203.725,-20.252,1872.1,-567.395,-80.8718,1696.1,-532.858,-147.884,1825.33,-220.957,-25.3189,1652.65,-114.07,-2.18961,1657.3,-393.312,-34.1327,708.499,-373.37,-126.477,424.479,-279.542,-154.607,425.435,55.7826,56.0459,685,81.5154,-63.9323,436.674,-0.81726,-115.485,426.861,67.9568,62.4707,305.468,2.61097,164.88,61.0077,-395.749,-23.8565,261.806,-378.98,113.936,63.6256,-391.641,-1.93239,19.1157,-322.147,191.229,19.2677,84.2996,49.9662,18.5475,-54.2304,210.712,21.7134
294,0,-313.698,34.0103,1385.27,-91.8708,79.8132,1405.45,-175.445,24.307,1348.02,-231.711,250.296,1250.16,-161.209,-0.0740864,1217.64,-376.965,102.539,927.212,-19.5955,176.287,918.823,-399.2,145.231,1450.83,-510.504,40.9369,1472.44,-577.006,-75.1695,1576.14,-62.1368,213.916,1457.28,76.2991,173.956,1536.21,171.075,106.709,1631.11,178.901,68.3609,1743.38,203.342,-20.4291,1869.72,-567.287,-80.9885,1694.62,-532.772,-147.943,1823.68,-220.853,-25.5062,1651,-114.09,-2.29914,1655.6,-394.652,-36.2349,708.568,-373.562,-128.283,423.777,-280.044,-156.311,424.685,55.7742,55.7131,683.714,82.1785,-65.2354,435.987,-0.511976,-117.382,425.781,68.2317,61.5409,305.121,2.55129,164.832,60.9865,-395.9,-25.0887,261.143,-378.98,113.861,63.668,-391.63,-1.95885,19.1202,-321.98,191.168,19.3557,84.1723,49.9548,18.5206,-54.3282,210.676,21.6577
295,0,-313.742,34.0367,1383.59,-91.871,79.8677,1403.77,-175.392,24.2854,1346.4,-231.955,250.526,1248.61,-160.816,-0.0951052,1215.96,-377.364,102.934,925.658,-19.6644,176.862,917.399,-399.291,145.019,1449.01,-510.834,40.8963,1470.87,-577.07,-75.2919,1574.38,-62.1589,213.832,1455.77,76.2279,173.79,1534.75,171.137,106.498,1629.47,178.976,68.0732,1741.73,203.529,-20.752,1867.96,-567.477,-81.083,1692.9,-532.792,-148.095,1822.06,-220.946,-25.693,1649.38,-114.006,-2.3474,1653.93,-393.033,-33.7977,705.883,-373.348,-129.714,422.805,-280.301,-157.898,423.633,55.9069,55.5809,682.379,82.6019,-66.4764,434.893,-0.108973,-118.596,425.234,68.5993,60.9504,304.933,2.49965,164.771,61.0732,-396.104,-26.193,260.567,-379.03,113.544,63.4397,-391.642,-1.97118,19.1357,-321.875,191.183,19.3563,84.3014,50.0078,18.5997,-54.3941,210.627,21.6583
296,0,-313.922,33.9303,1381.99,-92.0454,79.793,1402,-175.6,24.1781,1344.87,-231.857,250.464,1247.24,-161.294,-0.224501,1214.33,-377.337,103.742,923.967,-19.8283,176.943,915.671,-399.319,145.103,1447.83,-510.68,40.8557,1469.11,-577.117,-75.3283,1572.84,-62.2024,213.824,1454.3,76.274,173.596,1533,171.026,106.258,1627.63,178.625,67.746,1739.97,203.607,-21.0331,1866.33,-567.611,-81.3614,1691.21,-532.773,-148.263,1820.21,-220.965,-25.6194,1647.59,-113.996,-2.59805,1652.09,-394.825,-35.9789,705.984,-374.183,-131.47,422.124,-280.4,-159.615,422.878,55.7992,55.2012,681.228,83.3857,-67.8541,434.042,0.750841,-120.166,424.029,68.9393,59.6746,304.339,2.36092,164.643,61.1288,-396.134,-26.8924,259.775,-378.772,113.578,63.518,-391.628,-2.002,19.1414,-321.763,191.031,19.3664,84.4474,50.0505,18.6498,-54.5441,210.537,21.7445
297,0,-313.957,34.0421,1380.19,-92.0478,79.7902,1400.31,-175.614,24.1018,1342.86,-231.941,250.553,1245.56,-161.256,-0.244503,1212.43,-377.566,104.289,922.283,-19.7584,177.246,914.299,-399.305,144.913,1445.93,-510.742,40.8068,1467.56,-577.046,-75.2949,1571.14,-62.2886,213.542,1452.42,76.241,173.555,1531.47,170.937,106.123,1626.02,178.666,67.3474,1738.3,203.951,-21.3915,1864.87,-567.604,-81.2831,1689.43,-532.932,-148.417,1818.46,-221.08,-26.0583,1645.87,-114.212,-2.86337,1650.28,-395.069,-36.4115,704.476,-374.148,-132.338,420.798,-280.581,-161.109,421.919,55.9947,54.9185,679.931,83.6564,-69.3126,433.227,1.23938,-121.5,423.377,69.1735,58.6369,303.963,2.36523,164.596,61.2707,-396.183,-27.4407,258.96,-378.873,113.33,63.2455,-391.606,-2.003,19.1367,-321.53,190.849,19.3103,84.289,50.0024,18.5704,-54.6322,210.415,21.7644
298,0,-314.005,33.9135,1378.47,-92.0657,79.704,1398.46,-175.638,23.9793,1341.12,-231.998,250.657,1243.98,-160.988,-0.387624,1210.6,-377.511,104.605,920.542,-20.0106,177.537,912.571,-399.315,144.98,1444.24,-510.697,40.8303,1465.84,-577.268,-75.6551,1569.43,-62.4606,213.326,1450.56,76.0858,173.292,1529.53,170.966,105.938,1624.35,178.436,67.0099,1736.36,203.441,-21.5327,1862.46,-567.538,-81.5484,1687.8,-532.754,-148.616,1816.6,-220.926,-25.9669,1643.99,-114.148,-2.86121,1648.43,-395.086,-36.0726,702.953,-374.398,-133.774,419.74,-281.21,-162.703,420.733,56.1353,54.5831,678.309,84.4846,-70.6604,432.406,1.85486,-123.519,422.352,69.619,57.4635,303.536,2.35144,164.499,61.2934,-396.574,-28.5745,258.617,-378.758,113.212,63.1951,-391.613,-1.98775,19.1374,-321.494,190.791,19.2767,84.2113,49.9646,18.5589,-54.7437,210.354,21.7658
299,0,-313.86,33.7585,1376.68,-92.23,79.6864,1396.77,-175.807,23.9479,1339.18,-231.927,250.636,1242.51,-161.33,-0.346587,1208.7,-377.863,104.892,918.734,-20.1575,177.979,910.83,-399.181,144.965,1442.58,-510.739,40.7812,1464.09,-577.399,-75.8673,1567.75,-62.4705,213.171,1448.96,75.9387,173.022,1528.01,170.829,105.635,1622.55,178.566,66.7078,1734.76,203.499,-21.9977,1860.9,-567.333,-81.4532,1686.02,-532.693,-148.716,1814.86,-221.171,-26.3773,1642.12,-114.125,-2.97798,1646.65,-395.318,-35.7444,701.234,-374.695,-135.031,418.767,-281.374,-164.272,420.019,56.4321,54.2679,676.929,84.9431,-72.0025,431.282,2.02616,-124.926,421.67,70.2972,56.2376,302.721,2.34269,164.434,61.2555,-396.738,-29.4916,257.806,-378.722,113.105,63.1526,-391.615,-1.97579,19.124,-321.339,190.739,19.177,84.089,49.9155,18.5601,-54.8423,210.266,21.6243
300,0,-313.99,33.5949,1374.89,-92.3363,79.4618,1394.96,-175.989,23.6818,1337.37,-232.159,250.433,1240.61,-161.661,-0.384556,1206.96,-377.991,105.386,917.101,-20.195,178.23,908.931,-399.253,144.834,1441.04,-510.69,40.8673,1462.32,-577.178,-75.9482,1566.02,-62.405,213.024,1447.18,75.7997,172.841,1526.27,170.742,105.214,1620.73,178.543,66.3739,1732.96,203.164,-22.3706,1858.67,-567.21,-81.6841,1684.21,-532.603,-149.07,1813,-221.076,-26.5808,1640.37,-114.122,-3.33999,1644.98,-394.2,-33.5973,698.299,-374.672,-136.211,417.774,-281.473,-165.665,418.842,56.5783,53.9503,675.133,85.4592,-73.1438,430.008,2.63088,-126.277,420.614,70.5178,55.3242,301.968,2.34109,164.365,61.241,-396.363,-30.326,257.098,-378.676,112.889,63.0966,-391.641,-1.97344,19.1367,-321.278,190.66,19.1336,84.2593,49.9728,18.5994,-54.9253,210.247,21.5829
301,0,-313.935,33.5697,1373.01,-92.2434,79.2412,1393.05,-175.674,23.6053,1335.69,-232.202,250.721,1239.13,-161.168,-0.395747,1204.99,-378.315,105.879,915.411,-20.4533,178.684,907.265,-399.201,144.634,1439.2,-510.561,40.7086,1460.62,-577.388,-76.1622,1564.17,-62.7189,212.825,1445.48,75.9146,172.511,1524.34,170.707,104.813,1618.93,178.54,65.9966,1731.22,202.899,-22.8456,1857.05,-567.31,-81.8467,1682.39,-532.447,-149.379,1811.08,-221.133,-27.0089,1638.88,-114.127,-3.40536,1643.2,-394.388,-33.4826,696.781,-375.682,-137.668,416.468,-282.102,-167.186,417.864,56.7453,53.6354,673.822,85.9538,-74.5248,429.191,3.05165,-127.423,419.7,70.7403,54.285,301.296,2.24965,164.305,61.1932,-396.512,-31.263,256.64,-378.763,112.773,63.1125,-391.623,-1.98919,19.1307,-321.193,190.599,19.1716,84.2039,49.9956,18.569,-54.9999,210.205,21.5606
302,0,-314.019,33.4639,1371.17,-92.2739,78.8678,1391.28,-175.392,23.2067,1333.95,-232.171,250.71,1237.42,-161.352,-0.542513,1202.9,-378.238,106.413,913.622,-20.4895,178.961,905.42,-399.1,144.487,1437.48,-510.764,40.4678,1458.81,-577.374,-76.3941,1562.25,-62.7621,212.463,1443.59,75.7967,172.171,1522.64,170.672,104.35,1617.1,178.678,65.6711,1729.25,202.726,-23.3698,1855,-567.262,-82.1302,1680.5,-532.38,-149.591,1809.23,-221.151,-27.2617,1637.14,-114.169,-3.77288,1641.38,-395.925,-35.7828,696.7,-375.707,-138.741,415.877,-282.414,-168.655,417.277,56.8386,53.2801,672.238,86.2947,-75.7185,428.25,3.44793,-128.959,418.803,71.1358,53.4234,300.901,2.25402,164.288,61.2454,-396.875,-32.4305,256.009,-378.764,112.689,63.1305,-391.617,-2.03707,19.1511,-321.085,190.54,19.1906,84.2895,50.0378,18.6649,-55.09,210.171,21.5214
303,0,-313.989,33.1649,1369.37,-92.2416,78.6691,1389.37,-175.552,23.1901,1331.95,-232.413,250.663,1235.54,-161.503,-0.647813,1200.93,-378.366,106.721,911.879,-20.4966,179.291,903.733,-399.08,144.327,1435.87,-510.801,40.258,1456.99,-577.315,-76.5936,1560.23,-62.5701,212.38,1442.24,75.8712,171.969,1520.81,170.851,104.103,1615.19,178.754,65.2103,1727.36,202.577,-23.9335,1853.25,-567.174,-82.2106,1678.63,-532.352,-149.978,1807.25,-221.164,-27.2869,1635.36,-114.114,-3.99309,1639.6,-394.683,-33.7098,693.874,-376.38,-140.534,415.05,-282.574,-170.348,416.155,57.0071,53.0153,670.896,86.9424,-77.0062,427.293,3.80196,-130.351,417.882,71.4094,52.589,300.479,2.1808,164.227,61.2822,-396.855,-32.9899,255.231,-378.765,112.518,63.1136,-391.622,-2.0601,19.1551,-320.917,190.431,19.2637,84.2666,50.0294,18.6639,-55.1276,210.13,21.5422
304,0,-314.032,32.9379,1367.4,-92.5432,78.1854,1387.82,-175.882,23.2225,1329.83,-232.359,250.622,1234.17,-161.609,-0.504297,1198.89,-378.527,107.038,910.184,-20.6511,179.541,902.018,-399.076,143.765,1434.09,-510.742,40.0501,1455.04,-577.288,-76.8522,1558.4,-62.4333,211.864,1440.43,76.0211,171.648,1519.21,170.859,103.598,1613.46,178.569,64.8228,1725.7,202.565,-24.2659,1851.43,-567.148,-82.655,1676.72,-532.142,-150.417,1805.31,-220.792,-27.2314,1633.29,-114.027,-4.16178,1637.81,-394.875,-33.6801,692.464,-376.414,-141.538,413.797,-282.696,-171.827,415.568,57.1361,52.7383,669.796,87.5959,-78.126,426.436,4.1211,-131.886,417.098,71.7573,51.8305,300.09,2.15904,164.136,61.2952,-397.037,-33.5702,254.443,-378.784,112.411,63.1251,-391.558,-2.07848,19.1387,-320.74,190.321,19.2352,84.3247,50.0332,18.6794,-55.1947,210.108,21.6168
305,0,-314.13,32.8274,1365.47,-92.675,78.0011,1385.89,-176.022,23.0639,1327.84,-232.369,250.556,1232.47,-161.78,-0.582937,1196.86,-378.749,107.441,908.443,-20.7773,180.006,900.428,-398.981,143.614,1432.34,-510.833,39.6674,1453.3,-577.265,-77.2649,1556.56,-62.4367,211.67,1438.52,76.1308,171.059,1517.29,171.033,103.043,1611.5,178.537,64.1875,1723.74,202.659,-24.7297,1849.49,-566.93,-83.0618,1674.75,-532.284,-150.621,1803.39,-221.122,-28.1061,1631.74,-113.953,-4.40839,1636.19,-396.482,-35.6114,692.175,-377.236,-143.091,412.706,-283.348,-173.268,414.422,57.3603,52.5301,668.272,87.931,-79.4308,425.437,4.90185,-133.081,416.216,72.0152,50.8792,299.629,2.12708,164.083,61.3264,-397.472,-34.907,253.85,-378.762,112.316,63.0777,-391.588,-2.08895,19.1744,-320.575,190.257,19.308,84.4605,50.1319,18.7512,-55.2712,210.051,21.6816
306,0,-314.198,32.4393,1363.63,-92.5688,77.7564,1383.92,-176.023,22.9066,1325.8,-232.459,250.496,1230.79,-161.655,-0.546347,1194.94,-378.978,108.167,906.518,-20.7139,180.253,898.581,-398.932,143.228,1430.54,-510.896,39.6744,1451.46,-577.424,-77.6453,1554.68,-62.3032,211.207,1436.92,76.0453,170.771,1515.44,171.198,102.582,1609.65,178.545,63.5154,1721.81,202.417,-25.4623,1847.29,-566.877,-83.4538,1672.76,-532.206,-151.13,1801.29,-220.724,-28.3249,1629.95,-113.909,-4.83189,1634.27,-396.853,-35.6126,690.557,-377.128,-144.146,411.638,-283.688,-174.751,413.456,57.3972,52.2858,667.138,88.5018,-80.6584,424.699,5.34978,-134.516,415.222,72.3992,49.3741,298.992,2.11279,163.931,61.426,-397.397,-35.5483,253.299,-378.718,112.152,62.9932,-391.579,-2.09582,19.142,-320.554,190.265,19.3252,84.2039,50.0332,18.6511,-55.3578,209.919,21.7704
307,0,-314.208,32.1626,1361.79,-92.477,77.3616,1382.1,-176.006,22.7893,1323.95,-232.398,250.345,1229.28,-161.75,-0.601564,1192.95,-379.024,108.774,904.567,-21.0729,180.902,896.997,-398.902,142.948,1428.73,-510.749,39.3896,1449.59,-577.298,-78.169,1552.68,-62.1561,210.929,1435.16,76.0171,170.376,1513.57,171.125,102.212,1607.87,178.379,62.9134,1719.8,202.352,-26.199,1845.46,-566.809,-84.0819,1670.92,-531.992,-151.861,1799.09,-220.709,-28.4929,1627.85,-113.889,-5.12112,1632.34,-395.695,-33.4525,687.744,-377.644,-145.553,411.068,-283.979,-176.376,412.619,57.8166,52.0343,665.465,89.2374,-82.1019,423.693,5.70897,-135.954,414.55,72.7887,48.5626,298.66,2.011,163.714,61.4568,-397.303,-36.3563,252.612,-378.757,112.007,62.9149,-391.619,-2.06176,19.0683,-320.533,190.258,19.2556,84.2946,50.0673,18.6722,-55.4706,209.869,21.8174
308,0,-314.241,31.7623,1359.9,-92.3969,77.0391,1380.06,-175.809,22.7393,1321.97,-232.256,250.193,1227.61,-161.939,-0.705947,1190.91,-379.128,109.07,902.784,-20.9618,181.088,895.091,-398.936,142.861,1427.13,-510.892,39.1109,1447.76,-577.389,-78.4535,1550.65,-62.0639,210.729,1433.37,76.2329,169.92,1511.87,171.331,101.663,1605.86,178.206,62.3106,1717.91,202.056,-26.8488,1843.55,-566.809,-84.7168,1668.72,-531.93,-152.341,1797.07,-220.963,-29.2966,1626.13,-113.952,-5.64279,1630.36,-397.563,-35.75,687.438,-381.102,-150.542,411.694,-284.248,-177.776,411.481,57.8093,51.7851,663.871,89.4629,-83.2741,422.685,5.86761,-137.619,413.388,73.0374,47.5454,297.996,1.97803,163.475,61.4537,-397.576,-37.2288,251.883,-378.731,111.894,62.8157,-391.588,-2.05862,19.0111,-320.449,190.272,19.2456,84.2549,50.0205,18.6724,-55.5625,209.878,21.851
309,0,-314.287,31.4939,1357.98,-92.4837,76.6199,1378.15,-175.474,22.2779,1320.08,-232.257,250.18,1225.87,-161.842,-0.887235,1188.95,-379.066,109.487,900.927,-21.0853,181.49,893.387,-398.98,142.434,1425.12,-510.674,38.7643,1445.84,-577.258,-78.7062,1548.6,-62.1431,210.301,1431.44,76.2831,169.446,1510.07,171.221,101.08,1603.89,178.621,61.9649,1716.06,202.102,-27.561,1841.46,-566.837,-85.1146,1666.82,-531.864,-152.868,1795.02,-220.796,-29.3825,1624.05,-113.902,-6.02161,1628.4,-396.275,-33.3254,684.63,-378.254,-147.744,408.574,-284.329,-178.999,410.696,58.0428,51.5403,662.308,90.0828,-84.6059,421.629,6.41398,-138.898,413.015,73.3759,46.4312,297.119,1.93038,163.336,61.4549,-397.964,-38.3169,251.439,-378.775,111.856,62.8304,-391.6,-2.11757,18.9802,-320.365,190.295,19.2359,84.287,50.0454,18.6862,-55.6177,209.829,21.8364
310,0,-314.161,31.2502,1356,-92.4878,76.4837,1376.2,-175.681,22.1248,1318.05,-232.335,250.006,1224.25,-161.95,-1.25187,1186.92,-379.459,109.891,899.078,-21.127,181.802,891.417,-399.024,142.243,1423.42,-510.72,38.4795,1443.9,-577.252,-79.3176,1546.5,-62.089,209.867,1429.77,76.3533,169.005,1508.07,171.394,100.463,1602.12,178.54,61.2523,1714.07,202.131,-28.1948,1839.47,-566.86,-85.7003,1664.65,-531.667,-153.442,1792.75,-220.456,-29.7148,1622.03,-114.109,-6.75781,1626.51,-397.936,-35.3733,684.409,-381.683,-152.794,409.724,-284.896,-180.437,409.667,58.0059,51.2962,660.734,90.4437,-85.6871,420.594,6.79746,-139.852,411.571,73.5564,45.5492,296.529,1.93418,163.248,61.4378,-397.981,-38.9249,250.69,-378.471,111.878,62.9206,-391.595,-2.12341,19.0204,-320.277,190.275,19.2947,84.379,50.0938,18.7225,-55.6825,209.815,21.8048
311,0,-314.048,30.9327,1354.06,-92.2947,76.1943,1374.25,-175.705,22.0365,1316.09,-232.153,250.117,1222.61,-161.928,-1.64128,1184.85,-379.462,110.597,897.234,-21.4086,182.265,889.628,-398.944,141.817,1421.44,-510.661,38.1144,1441.83,-577.284,-79.7133,1544.42,-61.9903,209.49,1427.96,76.5743,168.411,1506.15,171.311,99.8073,1599.99,178.769,60.4449,1712.01,201.838,-29.1543,1837.39,-566.748,-86.3005,1662.67,-531.442,-154.155,1790.6,-220.447,-30.3957,1620.48,-113.948,-7.27626,1624.67,-396.571,-33.3278,681.794,-382.069,-154.224,408.821,-285.354,-182.022,408.636,58.2264,51.0807,659.325,90.8375,-86.7349,419.711,6.99772,-141.069,410.593,73.9057,44.8172,296.165,1.86766,163.226,61.5035,-398.157,-39.5338,249.939,-378.772,111.733,62.8946,-391.617,-2.1328,19.0047,-320.206,190.26,19.3117,84.1889,50.0403,18.6541,-55.8034,209.755,21.8316
